10013090,屏東縣里港鄉,屏東縣里港鄉,
10013100,屏東縣鹽埔鄉,屏東縣鹽埔鄉,
10013110,屏東縣高樹鄉,屏東縣高樹鄉,
10013120,屏東縣萬巒鄉,屏東縣萬巒鄉,
10013130,屏東縣內埔鄉,屏東縣內埔鄉,
10013150,屏東縣新埤鄉,屏東縣新埤鄉,
10013180,屏東縣崁頂鄉,屏東縣崁頂鄉,
10013200,屏東縣南州鄉,屏東縣南州鄉,
10013220,屏東縣琉球鄉,屏東縣琉球鄉,
10013260,屏東縣三地門鄉,屏東縣三地門鄉,
10013270,屏東縣霧臺鄉,屏東縣霧臺鄉,
10013280,屏東縣瑪家鄉,屏東縣瑪家鄉,
10013290,屏東縣泰武鄉,屏東縣泰武鄉,
10013300,屏東縣來義鄉,屏東縣來義鄉,
10013310,屏東縣春日鄉,屏東縣春日鄉,
10013320,屏東縣獅子鄉,屏東縣獅子鄉,
10014050,臺東縣鹿野鄉,臺東縣鹿野鄉,
10014060,臺東縣池上鄉,臺東縣池上鄉,
10014130,臺東縣延平鄉,臺東縣延平鄉,
10015020,花蓮縣鳳林鎮,花蓮縣鳳林鎮,
10015070,花蓮縣光復鄉,花蓮縣光復鄉,
10015090,花蓮縣瑞穗鄉,花蓮縣瑞穗鄉,
10015100,花蓮縣富里鄉,花蓮縣富里鄉,
10015120,花蓮縣萬榮鄉,花蓮縣萬榮鄉,
10016010,澎湖縣馬公市,澎湖縣馬公市,
10016030,澎湖縣白沙鄉,澎湖縣白沙鄉,
10016040,澎湖縣西嶼鄉,澎湖縣西嶼鄉,
10016050,澎湖縣望安鄉,澎湖縣望安鄉,
10016060,澎湖縣七美鄉,澎湖縣七美鄉,
10017030,基隆市暖暖區,基隆市暖暖區,
63000030,臺北市大安區,臺北市大安區,
63000080,臺北市文山區,臺北市文山區,
64000010,高雄市鹽埕區,高雄市鹽埕區,
64000060,高雄市新興區,高雄市新興區,
64000070,高雄市前金區,高雄市前金區,
64000090,高雄市前鎮區,高雄市前鎮區,
10014140,臺東縣金峰鄉,臺東縣金峰鄉,
10002040,宜蘭縣頭城鎮,宜蘭縣頭城鎮,
10002120,宜蘭縣南澳鄉,宜蘭縣南澳鄉,
10004010,新竹縣竹北市,新竹縣竹北市,
10004060,新竹縣新豐鄉,新竹縣新豐鄉,
10005020,苗栗縣苑裡鎮,苗栗縣苑裡鎮,
10005030,苗栗縣通霄鎮,苗栗縣通霄鎮,
10005040,苗栗縣竹南鎮,苗栗縣竹南鎮,
10005060,苗栗縣後龍鎮,苗栗縣後龍鎮,
10007020,彰化縣鹿港鎮,彰化縣鹿港鎮,
10007060,彰化縣福興鄉,彰化縣褔興鄉,
10009160,雲林縣臺西鄉,雲林縣台西鄉,
10009180,雲林縣四湖鄉,雲林縣四湖鄉,
10009190,雲林縣口湖鄉,雲林縣口湖鄉,
10010030,嘉義縣布袋鎮,嘉義縣布袋鎮,
10013030,屏東縣東港鎮,屏東縣東港鎮,
10013040,屏東縣恆春鎮,屏東縣恆春鎮,
10013160,屏東縣枋寮鄉,屏東縣枋寮鄉,
10013170,屏東縣新園鄉,屏東縣新園鄉,
10013190,屏東縣林邊鄉,屏東縣林邊鄉,
10013230,屏東縣車城鄉,屏東縣車城鄉,
10013240,屏東縣滿州鄉,屏東縣滿州鄉,
10013250,屏東縣枋山鄉,屏東縣枋山鄉,
10013330,屏東縣牡丹鄉,屏東縣牡丹鄉,
10014010,臺東縣臺東市,臺東縣台東市,
10014040,臺東縣卑南鄉,臺東縣卑南鄉,
10014070,臺東縣東河鄉,臺東縣東河鄉,
10014090,臺東縣太麻里鄉,臺東縣太麻里鄉,
10015050,花蓮縣吉安鄉,花蓮縣吉安鄉,
10015060,花蓮縣壽豐鄉,花蓮縣壽豐鄉,
10015110,花蓮縣秀林鄉,花蓮縣秀林鄉,
64000040,高雄市楠梓區,高雄市楠梓區,
64000120,高雄市鳳山區,高雄縣鳳山市,
64000140,高雄市大寮區,高雄縣大寮鄉,
64000150,高雄市大樹區,高雄縣大樹鄉,
64000160,高雄市大社區,高雄縣大社鄉,
64000170,高雄市仁武區,高雄縣仁武鄉,
64000180,高雄市鳥松區,高雄縣鳥松鄉,
64000190,高雄市岡山區,高雄縣岡山鎮,
64000200,高雄市橋頭區,高雄縣橋頭鄉,
64000210,高雄市燕巢區,高雄縣燕巢鄉,
64000220,高雄市田寮區,高雄縣田寮鄉,
64000230,高雄市阿蓮區,高雄縣阿蓮鄉,
64000240,高雄市路竹區,高雄縣路竹鄉,
64000250,高雄市湖內區,高雄縣湖內鄉,
64000300,高雄市旗山區,高雄縣旗山鎮,
64000310,高雄市美濃區,高雄縣美濃鎮,
64000320,高雄市六龜區,高雄縣六龜鄉,
64000330,高雄市甲仙區,高雄縣甲仙鄉,
64000340,高雄市杉林區,高雄縣杉林鄉,
64000350,高雄市內門區,高雄縣內門鄉,
64000360,高雄市茂林區,高雄縣茂林鄉,
64000370,高雄市桃源區,高雄縣桃源鄉,
64000380,高雄市那瑪夏區,高雄縣三民鄉,
65000040,新北市永和區,臺北縣永和市,
65000060,新北市新店區,臺北縣新店市,
65000130,新北市土城區,臺北縣土城市,
65000140,新北市蘆洲區,臺北縣蘆洲市,
65000150,新北市五股區,臺北縣五股鄉,
65000200,新北市坪林區,臺北縣坪林鄉,
65000240,新北市平溪區,臺北縣平溪鄉,
65000290,新北市烏來區,臺北縣烏來鄉,
66000090,臺中市豐原區,臺中縣豐原市,
66000100,臺中市東勢區,臺中縣東勢鎮,
66000150,臺中市后里區,臺中縣后里鄉,
66000160,臺中市神岡區,臺中縣神岡鄉,
66000190,臺中市新社區,臺中縣新社鄉,
66000200,臺中市石岡區,臺中縣石岡鄉,
66000210,臺中市外埔區,臺中縣外埔鄉,
66000240,臺中市大肚區,臺中縣大肚鄉,
66000290,臺中市和平區,臺中縣和平鄉,
67000010,臺南市新營區,臺南縣新營市,
67000020,臺南市鹽水區,臺南縣鹽水鎮,
67000030,臺南市白河區,臺南縣白河鎮,
67000050,臺南市後壁區,臺南縣後壁鄉,
67000070,臺南市麻豆區,臺南縣麻豆鎮,
67000080,臺南市下營區,臺南縣下營鄉,
67000090,臺南市六甲區,臺南縣六甲鄉,
67000100,臺南市官田區,臺南縣官田鄉,
67000110,臺南市大內區,臺南縣大內鄉,
67000120,臺南市佳里區,臺南縣佳里鎮,
67000130,臺南市學甲區,臺南縣學甲鎮,
67000140,臺南市西港區,臺南縣西港鄉,
67000180,臺南市新化區,臺南縣新化鎮,
67000200,臺南市新市區,臺南縣新市鄉,
67000210,臺南市安定區,臺南縣安定鄉,
67000230,臺南市玉井區,臺南縣玉井鄉,
67000240,臺南市楠西區,臺南縣楠西鄉,
67000250,臺南市南化區,臺南縣南化鄉,
67000260,臺南市左鎮區,臺南縣左鎮鄉,
67000270,臺南市仁德區,臺南縣仁德鄉,
67000280,臺南市歸仁區,臺南縣歸仁鄉,
67000290,臺南市關廟區,臺南縣關廟鄉,
67000300,臺南市龍崎區,臺南縣龍崎鄉,
67000310,臺南市永康區,臺南縣永康市,
67000340,臺南市北區,臺南市北區,
64000130,高雄市林園區,高雄縣林園鄉,
64000260,高雄市茄萣區,高雄縣茄萣鄉,
64000270,高雄市永安區,高雄縣永安鄉,
64000280,高雄市彌陀區,高雄縣彌陀鄉,
64000290,高雄市梓官區,高雄縣梓官鄉,
65000100,新北市淡水區,臺北縣淡水鎮,
65000120,新北市瑞芳區,臺北縣瑞芳鎮,
65000170,新北市林口區,臺北縣林口鄉,
65000210,新北市三芝區,臺北縣三芝鄉,
65000230,新北市八里區,臺北縣八里鄉,
66000110,臺中市大甲區,臺中縣大甲鎮,
66000220,臺中市大安區,臺中縣大安鄉,
67000170,臺南市北門區,臺南縣北門鄉,
67000350,臺南市安南區,臺南市安南區,
68000050,桃園市蘆竹區,桃園縣蘆竹鄉,
68000070,桃園市龜山區,桃園縣龜山鄉,
68000090,桃園市龍潭區,桃園縣龍潭鄉,
68000130,桃園市復興區,桃園縣復興鄉,
10020010,嘉義市東區,嘉義市東區,
10020020,嘉義市西區,嘉義市西區,
10014150,臺東縣達仁鄉,臺東縣達仁鄉,
10014100,臺東縣大武鄉,臺東縣大武鄉,
10014030,臺東縣關山鎮,臺東縣關山鎮,
10014120,臺東縣海端鄉,臺東縣海端鄉,
10018020,新竹市北區,新竹市北區,
10018030,新竹市香山區,新竹市香山區,
10018010,新竹市東區,新竹市東區,
10002050,宜蘭縣礁溪鄉,宜蘭縣礁溪鄉,
10015030,花蓮縣玉里鎮,花蓮縣玉里鎮,
10015130,花蓮縣卓溪鄉,花蓮縣卓溪鄉,
10005050,苗栗縣頭份市,苗栗縣頭份鎮,
66000120,臺中市清水區,臺中縣清水鎮,
67000330,臺南市南區,臺南市南區,
67000320,臺南市東區,臺南市東區,
67000360,臺南市安平區,臺南市安平區,
67000370,臺南市中西區,臺南市中西區,
68000030,桃園市大溪區,桃園縣大溪鎮,
68000080,桃園市八德區,桃園縣八德市,
68000020,桃園市中壢區,桃園縣中壢市,
68000010,桃園市桃園區,桃園縣桃園市,
68000060,桃園市大園區,桃園縣大園鄉,
68000040,桃園市楊梅區,桃園縣楊梅市,桃園縣楊梅鎮
10017020,基隆市七堵區,基隆市七堵區,
10017040,基隆市仁愛區,基隆市仁愛區,
10017070,基隆市信義區,基隆市信義區,
10017010,基隆市中正區,基隆市中正區,
10017050,基隆市中山區,基隆市中山區,
10017060,基隆市安樂區,基隆市安樂區,
65000090,新北市三峽區,臺北縣三峽鎮,
65000080,新北市鶯歌區,臺北縣鶯歌鎮,
65000030,新北市中和區,臺北縣中和市,
65000070,新北市樹林區,臺北縣樹林市,
65000180,新北市深坑區,臺北縣深坑鄉,
65000010,新北市板橋區,臺北縣板橋市,
65000190,新北市石碇區,臺北縣石碇鄉,
65000050,新北市新莊區,臺北縣新莊市,
65000160,新北市泰山區,臺北縣泰山鄉,
65000020,新北市三重區,臺北縣三重市,
65000250,新北市雙溪區,臺北縣雙溪鄉,
65000260,新北市貢寮區,臺北縣貢寮鄉,
65000110,新北市汐止區,臺北縣汐止市,
65000280,新北市萬里區,臺北縣萬里鄉,
65000270,新北市金山區,臺北縣金山鄉,
65000220,新北市石門區,臺北縣石門鄉,
64000080,高雄市苓雅區,高雄市苓雅區,
64000050,高雄市三民區,高雄市三民區,
68000110,桃園市新屋區,桃園縣新屋鄉,
68000120,桃園市觀音區,桃園縣觀音鄉,
09007020,連江縣北竿鄉,連江縣北竿鄉,
09007040,連江縣東引鄉,連江縣東引鄉,
64000100,高雄市旗津區,高雄市旗津區,
10014080,臺東縣長濱鄉,臺東縣長濱鄉,
10015080,花蓮縣豐濱鄉,花蓮縣豐濱鄉,
66000260,臺中市霧峰區,臺中縣霧峰鄉,
66000280,臺中市大里區,臺中縣大里市,
66000030,臺中市南區,臺中市南區,
66000230,臺中市烏日區,臺中縣烏日鄉,
66000010,臺中市中區,臺中市中區,
66000020,臺中市東區,臺中市東區,
66000040,臺中市西區,臺中市西區,
66000270,臺中市太平區,臺中縣太平市,
66000070,臺中市南屯區,臺中市南屯區,
66000050,臺中市北區,臺中市北區,
66000060,臺中市西屯區,臺中市西屯區,
66000080,臺中市北屯區,臺中市北屯區,
66000170,臺中市潭子區,臺中縣潭子鄉,
63000020,臺北市信義區,臺北市信義區,
63000070,臺北市萬華區,臺北市萬華區,
63000050,臺北市中正區,臺北市中正區,
63000090,臺北市南港區,臺北市南港區,
63000010,臺北市松山區,臺北市松山區,
63000060,臺北市大同區,臺北市大同區,
63000040,臺北市中山區,臺北市中山區,
63000100,臺北市內湖區,臺北市內湖區,
63000110,臺北市士林區,臺北市士林區,
63000120,臺北市北投區,臺北市北投區,
10015010,花蓮縣花蓮市,花蓮縣花蓮市,
10015040,花蓮縣新城鄉,花蓮縣新城鄉,
67000190,臺南市善化區,臺南縣善化鎮,
67000220,臺南市山上區,臺南縣山上鄉,
10007190,彰化縣北斗鎮,彰化縣北斗鎮,
10007210,彰化縣田尾鄉,彰化縣田尾鄉,
67000040,臺南市柳營區,臺南縣柳營鄉,
67000060,臺南市東山區,臺南縣東山鄉,
67000150,臺南市七股區,臺南縣七股鄉,
67000160,臺南市將軍區,臺南縣將軍鄉,
68000100,桃園市平鎮區,桃園縣平鎮市,
64000020,高雄市鼓山區,高雄市鼓山區,
64000030,高雄市左營區,高雄市左營區,
09020040,金門縣金寧鄉,金門縣金寧鄉,
09020050,金門縣烈嶼鄉,金門縣烈嶼鄉,
09020010,金門縣金城鎮,金門縣金城鎮,
09020020,金門縣金沙鎮,金門縣金沙鎮,
09020030,金門縣金湖鎮,金門縣金湖鎮,
